id,doctor_id,specialization
166,110,Cardiology
167,111,Neurology
168,111,Orthopedics
169,112,Neurology
170,112,Cardiology
171,113,Orthopedics
172,113,Cardiology
173,114,Dermatology
174,115,Pediatrics
175,115,Dermatology
176,116,Orthopedics
177,116,Cardiology
178,117,Dermatology
179,117,Neurology
180,118,Cardiology
181,119,Orthopedics
182,120,Pediatrics
183,121,Cardiology
184,121,Dermatology
185,122,Cardiology
186,123,Dermatology
187,123,Cardiology
188,124,Orthopedics
189,125,Dermatology
190,125,Neurology
191,126,Dermatology
192,127,Pediatrics
193,128,Neurology
194,128,Cardiology
195,129,Neurology
196,129,Pediatrics
197,130,Cardiology
198,130,Pediatrics
199,131,Neurology
200,132,Dermatology
201,132,Pediatrics
202,133,Cardiology
203,134,Pediatrics
204,134,Neurology
205,135,Neurology
206,135,Orthopedics
207,136,Dermatology
208,136,Orthopedics
209,137,Neurology
210,137,Cardiology
211,138,Neurology
212,139,Cardiology
213,140,Neurology
214,140,Cardiology
215,141,Cardiology
216,141,Neurology
217,142,Cardiology
218,143,Cardiology
219,143,Dermatology
220,144,Neurology
221,144,Cardiology
222,145,Cardiology
223,146,Pediatrics
224,146,Dermatology
225,147,Neurology
226,148,Pediatrics
227,149,Pediatrics
228,149,Cardiology
229,150,Pediatrics
230,150,Cardiology
231,151,Cardiology
232,152,Dermatology
233,152,Cardiology
234,153,Pediatrics
235,154,Cardiology
236,154,Pediatrics
237,155,Orthopedics
238,155,Dermatology
239,156,Cardiology
240,157,Orthopedics
241,157,Pediatrics
242,158,Neurology
243,159,Neurology
244,160,Orthopedics
245,161,Neurology
246,162,Neurology
247,163,Orthopedics
248,163,Dermatology
249,164,Pediatrics
250,165,Orthopedics
251,165,Cardiology
252,166,Pediatrics
253,167,Dermatology
254,167,Cardiology
255,168,Orthopedics
256,169,Dermatology
257,169,Orthopedics
258,170,Pediatrics
259,170,Dermatology
260,171,Cardiology
261,172,Dermatology
262,173,Cardiology
263,173,Dermatology
264,174,Neurology
265,174,Dermatology
266,175,Orthopedics
267,176,Dermatology
268,177,Pediatrics
269,178,Cardiology
270,178,Pediatrics
271,179,Dermatology
272,179,Orthopedics
273,180,Neurology
274,180,Orthopedics
275,181,Neurology
276,182,Cardiology
277,182,Neurology
278,183,Pediatrics
279,184,Dermatology
280,185,Dermatology
281,185,Cardiology
282,186,Neurology
283,186,Orthopedics
284,187,Orthopedics
285,188,Dermatology
286,188,Neurology
287,189,Cardiology
288,190,Pediatrics
289,190,Neurology
290,191,Neurology
291,191,Dermatology
292,192,Pediatrics
293,193,Dermatology
294,194,Dermatology
295,195,Neurology
296,196,Pediatrics
297,196,Dermatology
298,197,Orthopedics
299,197,Pediatrics
300,198,Pediatrics
301,199,Pediatrics
302,199,Orthopedics
303,200,Neurology
304,201,Cardiology
305,201,Pediatrics
306,202,Neurology
307,203,Pediatrics
308,203,Cardiology
309,204,Cardiology
310,205,Cardiology
311,206,Pediatrics
312,207,Cardiology
313,208,Dermatology
314,208,Cardiology
315,209,Pediatrics
316,210,Dermatology
317,211,Cardiology
318,212,Neurology
319,213,Pediatrics
320,214,Pediatrics
321,214,Cardiology
322,215,Dermatology
323,215,Neurology
324,216,Dermatology
325,217,Dermatology
326,217,Cardiology
327,218,Dermatology
328,218,Cardiology
329,219,Pediatrics
330,219,Orthopedics
331,220,Cardiology
332,221,Dermatology
333,222,Orthopedics
334,222,Cardiology
335,223,Cardiology
336,224,Dermatology
337,224,Pediatrics
338,225,Cardiology
339,225,Neurology
340,226,Dermatology
341,226,Cardiology
342,227,Orthopedics
343,227,Dermatology
344,228,Neurology
345,229,Cardiology
346,229,Neurology
347,230,Orthopedics
348,230,Dermatology
349,231,Pediatrics
350,232,Orthopedics
351,233,Cardiology
352,233,Dermatology
353,234,Neurology
354,235,Orthopedics
355,235,Neurology
356,236,Orthopedics
357,237,Dermatology
358,237,Neurology
359,238,Cardiology
360,239,Pediatrics
361,239,Cardiology
362,240,Neurology
363,241,Dermatology
364,242,Neurology
365,243,Pediatrics
366,243,Cardiology
367,244,Pediatrics
368,245,Cardiology
369,246,Pediatrics
370,247,Cardiology
371,248,Orthopedics
372,248,Pediatrics
373,249,Cardiology
374,250,Cardiology
375,251,Pediatrics
376,252,Pediatrics
377,253,Orthopedics
378,254,Dermatology
379,255,Pediatrics
380,255,Neurology
381,256,Cardiology
382,256,Pediatrics
383,257,Orthopedics
384,258,Orthopedics
385,258,Neurology
386,259,Orthopedics
387,260,Neurology
388,260,Pediatrics
389,261,Orthopedics
390,261,Neurology
391,262,Orthopedics
392,262,Neurology
393,263,Pediatrics
394,263,Dermatology
395,264,Pediatrics
396,265,Neurology
397,266,Neurology
398,266,Orthopedics
399,267,Neurology
400,267,Orthopedics
401,268,Cardiology
402,269,Pediatrics
403,270,Orthopedics
404,270,Cardiology
405,271,Cardiology
406,271,Orthopedics
407,272,Cardiology
408,273,Dermatology
409,273,Pediatrics
410,274,Dermatology
411,274,Pediatrics
412,275,Cardiology
413,276,Cardiology
414,276,Orthopedics
415,277,Cardiology
416,278,Dermatology
417,279,Orthopedics
418,280,Cardiology
419,280,Neurology
420,281,Dermatology
421,282,Pediatrics
422,282,Neurology
423,283,Orthopedics
424,283,Cardiology
425,284,Orthopedics
426,285,Orthopedics
427,285,Pediatrics
428,286,Neurology
429,286,Dermatology
430,287,Pediatrics
431,287,Dermatology
432,288,Orthopedics
433,288,Pediatrics
434,289,Neurology
435,289,Dermatology
436,290,Pediatrics
437,290,Dermatology
438,291,Orthopedics
439,291,Cardiology
440,292,Pediatrics
441,292,Dermatology
442,293,Orthopedics
443,294,Pediatrics
444,295,Neurology
445,295,Pediatrics
446,296,Pediatrics
447,296,Orthopedics
448,297,Pediatrics
449,298,Orthopedics
450,299,Dermatology
451,300,Neurology
452,300,Orthopedics
453,301,Neurology
454,301,Dermatology
455,302,Neurology
456,303,Cardiology
457,304,Pediatrics
458,304,Neurology
459,305,Cardiology
460,305,Pediatrics
461,306,Pediatrics
462,307,Pediatrics
463,307,Neurology
464,308,Pediatrics
465,308,Dermatology
466,309,Orthopedics
467,309,Cardiology
468,310,Cardiology
469,311,Neurology
470,312,Pediatrics
471,312,Orthopedics
472,313,Pediatrics
473,314,Pediatrics
474,315,Dermatology
475,315,Neurology
476,316,Pediatrics
477,317,Orthopedics
478,317,Cardiology
479,318,Dermatology
480,318,Orthopedics
481,319,Orthopedics
482,320,Cardiology
483,320,Neurology
484,321,Neurology
485,321,Orthopedics
486,322,Orthopedics
487,323,Dermatology
488,324,Orthopedics
489,325,Neurology
490,325,Dermatology
491,326,Dermatology
492,326,Pediatrics
493,327,Pediatrics
494,328,Neurology
495,329,Cardiology
496,329,Dermatology
497,330,Dermatology
498,330,Pediatrics
499,331,Orthopedics
500,331,Cardiology
501,332,Cardiology
502,333,Neurology
503,334,Neurology
504,335,Pediatrics
505,335,Orthopedics
506,336,Orthopedics
507,337,Neurology
508,337,Dermatology
509,338,Dermatology
510,338,Pediatrics
511,339,Dermatology
512,339,Neurology
513,340,Dermatology
514,341,Pediatrics
515,342,Neurology
516,342,Pediatrics
517,343,Cardiology
518,343,Dermatology
519,344,Neurology
520,345,Neurology
521,345,Cardiology
522,346,Pediatrics
523,346,Orthopedics
524,347,Cardiology
525,348,Orthopedics
526,349,Cardiology
527,349,Neurology
528,350,Orthopedics
529,351,Neurology
530,352,Dermatology
531,353,Pediatrics
532,353,Dermatology
533,354,Pediatrics
534,354,Cardiology
535,355,Dermatology
536,356,Dermatology
537,356,Cardiology
538,357,Dermatology
539,358,Neurology
540,358,Pediatrics
541,359,Cardiology
542,359,Neurology
543,360,Orthopedics
544,360,Neurology
545,361,Orthopedics
546,361,Pediatrics
547,362,Dermatology
548,362,Orthopedics
549,363,Cardiology
550,363,Dermatology
551,364,Cardiology
552,364,Neurology
553,365,Pediatrics
554,366,Cardiology
555,366,Neurology
556,367,Cardiology
557,367,Neurology
558,368,Dermatology
559,369,Dermatology
560,369,Orthopedics
561,370,Pediatrics
562,370,Orthopedics
563,371,Dermatology
564,371,Pediatrics
565,372,Neurology
566,372,Orthopedics
567,373,Dermatology
568,373,Cardiology
569,374,Cardiology
570,375,Cardiology
571,376,Neurology
572,376,Orthopedics
573,377,Neurology
574,378,Cardiology
575,379,Neurology
576,380,Orthopedics
577,381,Cardiology
578,382,Cardiology
579,382,Neurology
580,383,Pediatrics
581,384,Cardiology
582,384,Dermatology
583,385,Dermatology
584,386,Neurology
585,386,Dermatology
586,387,Orthopedics
587,387,Neurology
588,388,Orthopedics
589,389,Cardiology
590,390,Cardiology
591,391,Pediatrics
592,391,Orthopedics
593,392,Pediatrics
594,392,Orthopedics
595,393,Neurology
596,393,Pediatrics
597,394,Dermatology
598,395,Neurology
599,395,Pediatrics
600,396,Orthopedics
601,397,Cardiology
602,397,Orthopedics
603,398,Orthopedics
604,398,Dermatology
605,399,Orthopedics
606,400,Cardiology
607,400,Pediatrics
608,401,Pediatrics
609,401,Dermatology
610,402,Neurology
611,403,Pediatrics
612,404,Dermatology
613,404,Neurology
614,405,Neurology
615,406,Orthopedics
616,406,Pediatrics
617,407,Pediatrics
618,407,Cardiology
619,408,Pediatrics
620,408,Neurology
621,409,Neurology
622,410,Neurology
623,410,Cardiology
624,411,Cardiology
625,412,Dermatology
626,412,Neurology
627,413,Dermatology
628,414,Orthopedics
629,415,Neurology
630,416,Cardiology
631,416,Pediatrics
632,417,Cardiology
633,417,Pediatrics
634,418,Neurology
635,419,Pediatrics
636,420,Neurology
637,420,Orthopedics
638,421,Pediatrics
639,421,Cardiology
640,422,Orthopedics
641,422,Cardiology
642,423,Cardiology
643,423,Pediatrics
644,424,Pediatrics
645,425,Pediatrics
646,426,Neurology
647,427,Orthopedics
648,427,Neurology
649,428,Dermatology
650,429,Dermatology
651,429,Pediatrics
652,430,Pediatrics
653,431,Orthopedics
654,431,Pediatrics
655,432,Orthopedics
656,432,Pediatrics
657,433,Cardiology
658,434,Neurology
659,435,Neurology
660,435,Dermatology
661,436,Neurology
662,436,Orthopedics
663,437,Pediatrics
664,438,Neurology
665,439,Pediatrics
666,440,Dermatology
667,440,Orthopedics
668,441,Cardiology
669,441,Orthopedics
670,442,Dermatology
671,442,Cardiology
672,443,Cardiology
673,444,Pediatrics
674,445,Orthopedics
675,445,Cardiology
676,446,Orthopedics
677,447,Cardiology
678,448,Cardiology
679,449,Cardiology
680,449,Orthopedics
681,450,Orthopedics
682,450,Cardiology
683,451,Cardiology
684,451,Dermatology
685,452,Cardiology
686,452,Pediatrics
687,453,Cardiology
688,453,Dermatology
689,454,Pediatrics
690,455,Orthopedics
691,455,Dermatology
692,456,Pediatrics
693,457,Cardiology
694,457,Pediatrics
695,458,Cardiology
696,459,Cardiology
697,460,Pediatrics
698,461,Cardiology
699,461,Pediatrics
700,462,Cardiology
701,462,Neurology
702,463,Cardiology
703,463,Orthopedics
704,464,Pediatrics
705,464,Orthopedics
706,465,Cardiology
707,466,Dermatology
708,467,Dermatology
709,467,Neurology
710,468,Pediatrics
711,469,Neurology
712,470,Cardiology
713,470,Orthopedics
714,471,Dermatology
715,471,Pediatrics
716,472,Orthopedics
717,472,Neurology
718,473,Orthopedics
719,474,Pediatrics
720,474,Neurology
721,475,Dermatology
722,475,Pediatrics
723,476,Cardiology
724,477,Neurology
725,477,Pediatrics
726,478,Neurology
727,479,Cardiology
728,480,Pediatrics
729,481,Neurology
730,482,Pediatrics
731,482,Cardiology
732,483,Neurology
733,484,Orthopedics
734,485,Neurology
735,486,Pediatrics
736,486,Cardiology
737,487,Orthopedics
738,488,Dermatology
739,488,Orthopedics
740,489,Cardiology
741,489,Dermatology
742,490,Dermatology
743,490,Cardiology
744,491,Cardiology
745,492,Dermatology
746,492,Cardiology
747,493,Cardiology
748,494,Cardiology
749,494,Orthopedics
750,495,Cardiology
751,495,Pediatrics
752,496,Cardiology
753,497,Dermatology
754,498,Cardiology
755,498,Neurology
756,499,Pediatrics
757,500,Neurology
758,500,Cardiology
759,501,Neurology
760,502,Dermatology
761,503,Pediatrics
762,504,Orthopedics
763,505,Dermatology
764,506,Dermatology
765,506,Orthopedics
766,507,Orthopedics
767,507,Pediatrics
768,508,Pediatrics
769,509,Orthopedics
770,509,Pediatrics
771,510,Orthopedics
772,511,Neurology
773,511,Orthopedics
774,512,Neurology
775,512,Cardiology
776,513,Orthopedics
777,514,Pediatrics
778,515,Cardiology
779,515,Dermatology
780,516,Neurology
781,516,Dermatology
782,517,Dermatology
783,517,Neurology
784,518,Dermatology
785,519,Cardiology
786,520,Orthopedics
787,521,Cardiology
788,522,Neurology
789,522,Dermatology
790,523,Neurology
791,523,Dermatology
792,524,Neurology
793,524,Dermatology
794,525,Dermatology
795,526,Orthopedics
796,526,Cardiology
797,527,Orthopedics
798,528,Pediatrics
799,529,Orthopedics
800,530,Neurology
801,531,Cardiology
802,531,Dermatology
803,532,Pediatrics
804,532,Dermatology
805,533,Dermatology
806,533,Neurology
807,534,Neurology
808,534,Orthopedics
809,535,Orthopedics
810,536,Pediatrics
811,536,Neurology
812,537,Orthopedics
813,537,Pediatrics
814,538,Dermatology
815,539,Pediatrics
816,540,Cardiology
817,540,Neurology
818,541,Cardiology
819,542,Pediatrics
820,542,Dermatology
821,543,Neurology
822,543,Cardiology
823,544,Orthopedics
824,544,Dermatology
825,545,Dermatology
826,545,Pediatrics
827,546,Pediatrics
828,546,Dermatology
829,547,Pediatrics
830,548,Pediatrics
831,549,Dermatology
832,549,Pediatrics
833,550,Pediatrics
834,551,Pediatrics
835,551,Dermatology
836,552,Neurology
837,552,Cardiology
838,553,Cardiology
839,554,Cardiology
840,554,Orthopedics
841,555,Orthopedics
842,556,Cardiology
843,556,Orthopedics
844,557,Cardiology
845,558,Cardiology
846,559,Dermatology
847,560,Neurology
848,560,Cardiology
849,561,Orthopedics
850,561,Neurology
851,562,Cardiology
852,562,Neurology
853,563,Neurology
854,563,Dermatology
855,564,Cardiology
856,564,Dermatology
857,565,Orthopedics
858,565,Pediatrics
859,566,Cardiology
860,566,Neurology
861,567,Cardiology
862,567,Pediatrics
863,568,Pediatrics
864,569,Cardiology
865,570,Cardiology
866,571,Orthopedics
867,571,Cardiology
868,572,Orthopedics
869,572,Pediatrics
870,573,Neurology
871,573,Pediatrics
872,574,Cardiology
873,574,Orthopedics
874,575,Neurology
875,576,Neurology
876,576,Pediatrics
877,577,Cardiology
878,578,Orthopedics
879,579,Cardiology
880,580,Cardiology
881,581,Pediatrics
882,582,Pediatrics
883,582,Orthopedics
884,583,Dermatology
885,584,Neurology
886,584,Pediatrics
887,585,Dermatology
888,586,Cardiology
889,586,Orthopedics
890,587,Neurology
891,587,Cardiology
892,588,Neurology
893,588,Pediatrics
894,589,Orthopedics
895,590,Cardiology
896,591,Neurology
897,591,Cardiology
898,592,Neurology
899,593,Dermatology
900,593,Pediatrics
901,594,Orthopedics
902,595,Pediatrics
903,595,Orthopedics
904,596,Dermatology
905,597,Pediatrics
906,597,Cardiology
907,598,Dermatology
908,599,Neurology
909,600,Dermatology
910,601,Dermatology
911,601,Cardiology
912,602,Neurology
913,603,Neurology
914,604,Dermatology
915,604,Pediatrics
916,605,Neurology
917,606,Cardiology
918,607,Dermatology
919,608,Dermatology
920,609,Orthopedics
921,610,Dermatology
922,610,Orthopedics
923,611,Cardiology
924,611,Pediatrics
925,612,Orthopedics
926,612,Pediatrics
927,613,Orthopedics
928,613,Neurology
929,614,Neurology
930,614,Dermatology
931,615,Orthopedics
932,615,Neurology
933,616,Dermatology
934,617,Dermatology
935,618,Cardiology
936,619,Pediatrics
937,620,Neurology
938,621,Orthopedics
939,622,Neurology
940,622,Orthopedics
941,623,Orthopedics
942,623,Neurology
943,624,Orthopedics
944,625,Pediatrics
945,625,Dermatology
946,626,Pediatrics
947,627,Dermatology
948,628,Neurology
949,629,Pediatrics
950,629,Neurology
951,630,Neurology
952,630,Orthopedics
953,631,Cardiology
954,631,Orthopedics
955,632,Pediatrics
956,633,Orthopedics
957,633,Cardiology
958,634,Dermatology
959,635,Dermatology
960,635,Pediatrics
961,636,Neurology
962,637,Cardiology
963,637,Dermatology
964,638,Neurology
965,638,Dermatology
966,639,Cardiology
967,639,Orthopedics
968,640,Cardiology
969,640,Neurology
970,641,Dermatology
971,642,Orthopedics
972,643,Pediatrics
973,644,Orthopedics
974,644,Neurology
975,645,Pediatrics
976,646,Neurology
977,646,Dermatology
978,647,Dermatology
979,648,Cardiology
980,649,Orthopedics
981,649,Neurology
982,650,Dermatology
983,650,Orthopedics
984,651,Orthopedics
985,652,Cardiology
986,653,Pediatrics
987,653,Neurology
988,654,Cardiology
989,654,Dermatology
990,655,Dermatology
991,655,Pediatrics
992,656,Dermatology
993,656,Cardiology
994,657,Neurology
995,658,Dermatology
996,658,Cardiology
997,659,Cardiology
998,660,Cardiology
999,660,Pediatrics
1000,661,Neurology
1001,661,Pediatrics
1002,662,Pediatrics
1003,662,Dermatology
1004,663,Pediatrics
1005,664,Pediatrics
1006,664,Cardiology
1007,665,Pediatrics
1008,666,Orthopedics
1009,666,Neurology
1010,667,Pediatrics
1011,667,Cardiology
1012,668,Pediatrics
1013,669,Orthopedics
1014,670,Pediatrics
1015,670,Neurology
1016,671,Orthopedics
1017,671,Dermatology
1018,672,Pediatrics
1019,673,Dermatology
1020,673,Neurology
1021,674,Orthopedics
1022,675,Orthopedics
1023,676,Neurology
1024,676,Cardiology
1025,677,Orthopedics
1026,678,Neurology
1027,679,Pediatrics
1028,680,Cardiology
1029,681,Neurology
1030,681,Cardiology
1031,682,Dermatology
1032,683,Pediatrics
1033,684,Neurology
1034,685,Orthopedics
1035,685,Neurology
1036,686,Pediatrics
1037,687,Dermatology
1038,688,Pediatrics
1039,688,Neurology
1040,689,Orthopedics
1041,689,Dermatology
1042,690,Cardiology
1043,690,Neurology
1044,691,Cardiology
1045,691,Dermatology
1046,692,Neurology
1047,692,Cardiology
1048,693,Dermatology
1049,694,Cardiology
1050,694,Neurology
1051,695,Dermatology
1052,695,Orthopedics
1053,696,Pediatrics
1054,697,Cardiology
1055,698,Pediatrics
1056,698,Neurology
1057,699,Pediatrics
1058,699,Cardiology
1059,700,Dermatology
1060,700,Pediatrics
1061,701,Cardiology
1062,701,Neurology
1063,702,Neurology
1064,702,Orthopedics
1065,703,Dermatology
1066,703,Neurology
1067,704,Pediatrics
1068,705,Neurology
1069,705,Cardiology
1070,706,Dermatology
1071,707,Neurology
1072,707,Dermatology
1073,708,Dermatology
1074,709,Orthopedics
1075,710,Dermatology
1076,710,Neurology
1077,711,Orthopedics
1078,711,Dermatology
1079,712,Neurology
1080,713,Cardiology
1081,713,Pediatrics
1082,714,Neurology
1083,715,Cardiology
1084,715,Neurology
1085,716,Neurology
1086,717,Neurology
1087,718,Orthopedics
1088,719,Pediatrics
1089,720,Cardiology
1090,721,Neurology
1091,722,Neurology
1092,723,Neurology
1093,723,Pediatrics
1094,724,Dermatology
1095,725,Cardiology
1096,726,Cardiology
1097,726,Pediatrics
1098,727,Neurology
1099,728,Cardiology
1100,728,Orthopedics
1101,729,Neurology
1102,729,Orthopedics
1103,730,Cardiology
1104,731,Neurology
1105,731,Pediatrics
1106,732,Pediatrics
1107,733,Cardiology
1108,734,Pediatrics
1109,734,Neurology
1110,735,Pediatrics
1111,736,Pediatrics
1112,736,Dermatology
1113,737,Pediatrics
1114,737,Neurology
1115,738,Pediatrics
1116,739,Neurology
1117,739,Pediatrics
1118,740,Dermatology
1119,740,Pediatrics
1120,741,Dermatology
1121,741,Orthopedics
1122,742,Cardiology
1123,743,Cardiology
1124,744,Cardiology
1125,745,Neurology
1126,746,Orthopedics
1127,746,Neurology
1128,747,Dermatology
1129,748,Cardiology
1130,748,Neurology
1131,749,Pediatrics
1132,750,Pediatrics
1133,750,Orthopedics
1134,751,Pediatrics
1135,752,Dermatology
1136,753,Pediatrics
1137,753,Neurology
1138,754,Dermatology
1139,754,Cardiology
1140,755,Neurology
1141,755,Pediatrics
1142,756,Neurology
1143,757,Orthopedics
1144,757,Dermatology
1145,758,Neurology
1146,758,Pediatrics
1147,759,Neurology
1148,759,Orthopedics
1149,760,Pediatrics
1150,760,Dermatology
1151,761,Orthopedics
1152,762,Pediatrics
1153,763,Neurology
1154,763,Cardiology
1155,764,Orthopedics
1156,765,Cardiology
1157,765,Neurology
1158,766,Cardiology
1159,767,Orthopedics
1160,768,Orthopedics
1161,769,Neurology
1162,770,Cardiology
1163,770,Dermatology
1164,771,Dermatology
1165,772,Neurology
1166,772,Orthopedics
1167,773,Dermatology
1168,773,Orthopedics
1169,774,Dermatology
1170,775,Pediatrics
1171,776,Cardiology
1172,776,Orthopedics
1173,777,Cardiology
1174,777,Orthopedics
1175,778,Dermatology
1176,779,Pediatrics
1177,780,Cardiology
1178,781,Pediatrics
1179,782,Dermatology
1180,783,Pediatrics
1181,783,Dermatology
1182,784,Cardiology
1183,784,Dermatology
1184,785,Dermatology
1185,786,Neurology
1186,786,Pediatrics
1187,787,Cardiology
1188,787,Neurology
1189,788,Orthopedics
1190,789,Orthopedics
1191,790,Neurology
1192,790,Dermatology
1193,791,Orthopedics
1194,791,Cardiology
1195,792,Pediatrics
1196,793,Pediatrics
1197,794,Pediatrics
1198,795,Cardiology
1199,796,Neurology
1200,796,Dermatology
1201,797,Pediatrics
1202,798,Dermatology
1203,798,Neurology
1204,799,Dermatology
1205,800,Cardiology
1206,801,Cardiology
1207,801,Dermatology
1208,802,Pediatrics
1209,802,Dermatology
1210,803,Neurology
1211,804,Orthopedics
1212,804,Neurology
1213,805,Neurology
1214,806,Neurology
1215,807,Cardiology
1216,807,Pediatrics
1217,808,Cardiology
1218,809,Dermatology
1219,810,Cardiology
1220,810,Neurology
1221,811,Cardiology
1222,812,Cardiology
1223,813,Dermatology
1224,813,Neurology
1225,814,Pediatrics
1226,815,Neurology
1227,815,Pediatrics
1228,816,Cardiology
1229,817,Cardiology
1230,818,Cardiology
1231,819,Orthopedics
1232,820,Cardiology
1233,820,Pediatrics
1234,821,Cardiology
1235,822,Dermatology
1236,823,Neurology
1237,823,Dermatology
1238,824,Dermatology
1239,825,Cardiology
1240,825,Dermatology
1241,826,Neurology
1242,826,Cardiology
1243,827,Pediatrics
1244,828,Pediatrics
1245,829,Dermatology
1246,830,Dermatology
1247,830,Orthopedics
1248,831,Pediatrics
1249,832,Pediatrics
1250,832,Dermatology
1251,833,Orthopedics
1252,833,Cardiology
1253,834,Dermatology
1254,835,Neurology
1255,835,Cardiology
1256,836,Dermatology
1257,836,Orthopedics
1258,837,Dermatology
1259,838,Dermatology
1260,839,Neurology
1261,840,Cardiology
1262,841,Pediatrics
1263,842,Dermatology
1264,842,Cardiology
1265,843,Orthopedics
1266,844,Pediatrics
1267,845,Dermatology
1268,845,Cardiology
1269,846,Cardiology
1270,846,Dermatology
1271,847,Cardiology
1272,847,Neurology
1273,848,Pediatrics
1274,849,Cardiology
1275,850,Neurology
1276,851,Orthopedics
1277,852,Neurology
1278,853,Pediatrics
1279,854,Dermatology
1280,855,Neurology
1281,856,Neurology
1282,857,Neurology
1283,857,Orthopedics
1284,858,Cardiology
1285,859,Cardiology
1286,860,Neurology
1287,861,Pediatrics
1288,861,Cardiology
1289,862,Cardiology
1290,863,Pediatrics
1291,864,Pediatrics
1292,864,Dermatology
1293,865,Dermatology
1294,866,Orthopedics
1295,867,Cardiology
1296,868,Cardiology
1297,869,Orthopedics
1298,869,Cardiology
1299,870,Neurology
1300,870,Pediatrics
1301,871,Orthopedics
1302,872,Pediatrics
1303,872,Neurology
1304,873,Neurology
1305,874,Neurology
1306,875,Orthopedics
1307,876,Orthopedics
1308,876,Neurology
1309,877,Orthopedics
1310,878,Cardiology
1311,878,Pediatrics
1312,879,Cardiology
1313,880,Orthopedics
1314,880,Neurology
1315,881,Orthopedics
1316,881,Cardiology
1317,882,Cardiology
1318,883,Pediatrics
1319,883,Neurology
1320,884,Neurology
1321,884,Cardiology
1322,885,Dermatology
1323,886,Cardiology
1324,887,Orthopedics
1325,888,Dermatology
1326,889,Orthopedics
1327,889,Pediatrics
1328,890,Cardiology
1329,891,Pediatrics
1330,891,Neurology
1331,892,Pediatrics
1332,892,Cardiology
1333,893,Neurology
1334,894,Pediatrics
1335,894,Dermatology
1336,895,Orthopedics
1337,895,Dermatology
1338,896,Orthopedics
1339,896,Neurology
1340,897,Orthopedics
